ID,EPC,VARIANCE,DESCRIPTION,METHOD,BESTIMATE,FASTIMATE
5144100,74.11,11.97,pippish,low checkers,72.5,73.2
5145000,75.66,12.06,pippish,low checkers,73.0,74.9
5150040,72.63,11.18,almost pippish,MCG,72.6,73.4
5150130,71.89,11.29,almost pippish,MCG,71.8,72.2
5150220,71.71,11.39,almost pippish,MCG,71.6,72.2
5150310,72.26,11.47,almost pippish,MCG,72.3,72.2
5150400,73.47,11.53,almost pippish,MCG,73.6,73.4
5151030,72.66,11.43,almost pippish,MCG,72.6,72.7
5151120,72.22,11.64,almost pippish,MCG,71.8,71.5
5151210,72.42,11.79,almost pippish,MCG,72.1,71.5
5151300,73.39,11.81,almost pippish,MCG,73.3,72.7
5152020,73.17,11.72,almost pippish,MCG,72.8,73.2
5152110,73.13,11.97,almost pippish,MCG,72.6,72
5152200,73.8,12.06,almost pippish,MCG,73.3,73.2
5153010,74.35,11.99,pippish,low checkers,72.5,73.7
5153100,74.77,12.19,pippish,low checkers,73.5,73.7
5154000,76.14,12.23,pippish,low checkers,74.0,75.4
5160030,74.06,11.52,almost pippish,MCG,74.1,74.4
5160120,73.66,11.77,almost pippish,MCG,73.3,73.2
5160210,73.89,11.93,almost pippish,MCG,73.6,73.2
5160300,74.82,11.93,almost pippish,MCG,74.8,74.4
5161020,74.38,11.89,almost pippish,MCG,74.1,73.7
5161110,74.39,12.15,almost pippish,MCG,73.8,72.5
5161200,75.05,12.24,almost pippish,MCG,74.6,73.7
5162010,75.29,12.2,pippish,low checkers,73.5,74.2
5162100,75.78,12.41,pippish,low checkers,74.5,74.2
5163000,76.91,12.42,pippish,low checkers,75.0,75.9
5170020,75.91,11.99,almost pippish,MCG,75.6,75.4
5170110,75.96,12.27,almost pippish,MCG,75.3,74.2
5170200,76.57,12.35,almost pippish,MCG,76.1,75.4
5171010,76.63,12.37,pippish,low checkers,74.5,74.7
5171100,77.11,12.56,pippish,low checkers,75.5,74.7
5172000,78,12.62,pippish,low checkers,76.0,76.4
5180010,78.24,12.48,pippish,low checkers,75.5,76.4
5180100,78.69,12.67,pippish,low checkers,76.5,76.4
5181000,79.38,12.76,pippish,low checkers,77.0,76.9
5190000,80.99,12.86,pippish,low checkers,78.0,78.6
5200080,70.06,10.43,rollish,NNM,60.8,71.6
5200170,69.34,10.34,rollish,NNM,61.1,70.4
5200260,69,10.28,rollish,NNM,61.3,70.4
5200350,68.94,10.29,rollish,NNM,61.6,70.4
5200440,69.15,10.38,rollish,NNM,61.9,70.4
5200530,69.66,10.57,rollish,NNM,62.1,70.4
5200620,70.54,10.89,rollish,NNM,62.4,70.4
5200710,71.87,11.19,rollish,NNM,62.7,70.4
5200800,73.56,11.41,rollish,NNM,62.9,71.6
5201070,69.55,10.41,rollish,NNM,61.3,70.9
5201160,68.9,10.33,rollish,NNM,61.6,69.7
5201250,68.66,10.29,rollish,NNM,61.9,69.7
5201340,68.74,10.35,rollish,NNM,62.1,69.7
5201430,69.16,10.55,rollish,NNM,62.4,69.7
5201520,69.96,10.88,rollish,NNM,62.7,69.7
5201610,71.24,11.19,rollish,NNM,62.9,69.7
5201700,72.92,11.42,rollish,NNM,63.2,70.9
5202060,69.4,10.36,almost rollish,MCG,70.6,71.4
5202150,68.82,10.32,almost rollish,MCG,69.6,70.2
5202240,68.71,10.33,almost rollish,MCG,69.3,70.2
5202330,68.98,10.49,almost rollish,MCG,69.6,70.2
5202420,69.68,10.82,almost rollish,MCG,69.8,70.2
5202510,70.9,11.15,almost rollish,MCG,70.6,70.2
5202600,72.53,11.37,almost rollish,MCG,72.1,71.4
5203050,69.65,10.36,almost rollish,MCG,71.1,71.9
5203140,69.19,10.37,almost rollish,MCG,70.3,70.7
5203230,69.24,10.49,almost rollish,MCG,70.1,70.7
5203320,69.78,10.79,almost rollish,MCG,70.3,70.7
5203410,70.9,11.11,almost rollish,MCG,71.1,70.7
5203500,72.47,11.33,almost rollish,MCG,72.3,71.9
5204040,70.26,10.51,almost pippish,MCG,71.8,72.4
5204130,69.96,10.63,almost pippish,MCG,71.1,71.2
5204220,70.27,10.88,almost pippish,MCG,70.8,71.2
5204310,71.23,11.17,almost pippish,MCG,71.6,71.2
5204400,72.7,11.37,almost pippish,MCG,72.8,72.4
5205030,71.22,10.83,almost pippish,MCG,72.6,72.9
5205120,71.19,11.07,almost pippish,MCG,71.8,71.7
5205210,71.91,11.33,almost pippish,MCG,72.1,71.7
5205300,73.23,11.51,almost pippish,MCG,73.3,72.9
5206020,72.59,11.27,almost pippish,MCG,73.6,73.4
5206110,72.98,11.54,almost pippish,MCG,73.4,72.2
5206200,74.11,11.71,almost pippish,MCG,74.1,73.4
5207010,74.46,11.72,pippish,low checkers,69.5,73.9
5207100,75.31,11.9,pippish,low checkers,70.5,73.9
5208000,76.77,12.03,pippish,low checkers,71.0,75.6
5210070,70.11,10.54,rollish,NNM,61.6,71.4
5210160,69.1,10.45,rollish,NNM,61.9,70.2
5210250,68.64,10.34,rollish,NNM,62.1,70.2
5210340,68.61,10.33,rollish,NNM,62.4,70.2
5210430,68.93,10.49,rollish,NNM,62.7,70.2
5210520,69.67,10.8,rollish,NNM,62.9,70.2
5210610,70.95,11.1,rollish,NNM,63.2,70.2
5210700,72.64,11.28,rollish,NNM,63.5,71.4
5211060,69.69,10.56,almost rollish,MCG,70.1,70.7
5211150,68.82,10.49,almost rollish,MCG,69.0,69.5
5211240,68.52,10.43,almost rollish,MCG,68.8,69.5
5211330,68.67,10.54,almost rollish,MCG,69.0,69.5
5211420,69.28,10.83,almost rollish,MCG,69.3,69.5
5211510,70.44,11.15,almost rollish,MCG,70.0,69.5
5211600,72.06,11.35,almost rollish,MCG,71.6,70.7
5212050,69.63,10.55,almost rollish,MCG,70.0,71.2
5212140,68.93,10.55,almost rollish,MCG,69.3,70
5212230,68.81,10.62,almost rollish,MCG,69.0,70
5212320,69.24,10.87,almost rollish,MCG,69.3,70
5212410,70.27,11.17,almost rollish,MCG,70.0,70
5212500,71.8,11.37,almost rollish,MCG,71.3,71.2
5213040,70.04,10.61,almost pippish,MCG,70.8,71.7
5213130,69.52,10.75,almost pippish,MCG,70.0,70.5
5213220,69.68,10.97,almost pippish,MCG,69.8,70.5
5213310,70.53,11.23,almost pippish,MCG,70.5,70.5
5213400,71.95,11.4,almost pippish,MCG,71.8,71.7
5214030,70.87,10.88,almost pippish,MCG,71.5,72.2
5214120,70.64,11.15,almost pippish,MCG,70.8,71
5214210,71.21,11.4,almost pippish,MCG,71.0,71
5214300,72.48,11.54,almost pippish,MCG,72.3,72.2
5215020,72.15,11.3,almost pippish,MCG,72.3,72.7
5215110,72.34,11.6,almost pippish,MCG,72.0,71.5
5215200,73.37,11.74,almost pippish,MCG,72.8,72.7
5216010,73.92,11.72,pippish,low checkers,70.5,73.2
5216100,74.59,11.92,pippish,low checkers,71.5,73.2
5217000,76.1,12.02,pippish,low checkers,72.0,74.9
5220060,70.56,10.65,almost rollish,MCG,70.8,72.4
5220150,69.47,10.58,almost rollish,MCG,69.7,71.2
5220240,68.98,10.48,almost rollish,MCG,69.5,71.2
5220330,69.04,10.51,almost rollish,MCG,69.7,71.2
5220420,69.6,10.76,almost rollish,MCG,70.0,71.2
5220510,70.75,11.02,almost rollish,MCG,70.7,71.2
5220600,72.36,11.17,almost rollish,MCG,72.3,72.4
5221050,70.25,10.73,almost rollish,MCG,70.5,71.7
5221140,69.37,10.7,almost rollish,MCG,69.7,70.5
5221230,69.09,10.73,almost rollish,MCG,69.5,70.5
5221320,69.44,10.92,almost rollish,MCG,69.7,70.5
5221410,70.43,11.17,almost rollish,MCG,70.5,70.5
5221500,71.92,11.34,almost rollish,MCG,71.7,71.7
5222040,70.36,10.8,almost pippish,MCG,70.7,72.2
5222130,69.7,10.92,almost pippish,MCG,70.0,71
5222220,69.73,11.11,almost pippish,MCG,69.7,71
5222310,70.51,11.33,almost pippish,MCG,70.5,71
5222400,71.87,11.48,almost pippish,MCG,71.7,72.2
5223030,70.97,11,almost pippish,MCG,71.5,72.7
5223120,70.63,11.29,almost pippish,MCG,70.7,71.5
5223210,71.09,11.52,almost pippish,MCG,71.0,71.5
5223300,72.29,11.62,almost pippish,MCG,72.2,72.7
5224020,72.1,11.39,almost pippish,MCG,72.2,73.2
5224110,72.19,11.7,almost pippish,MCG,72.0,72
5224200,73.14,11.82,almost pippish,MCG,72.7,73.2
5225010,73.77,11.79,pippish,low checkers,71.5,73.7
5225100,74.32,11.99,pippish,low checkers,72.5,73.7
5226000,75.82,12.06,pippish,low checkers,73.0,75.4
5230050,71.27,10.81,almost rollish,MCG,71.6,73.4
5230140,70.3,10.8,almost rollish,MCG,70.9,72.2
5230230,69.93,10.82,almost rollish,MCG,70.6,72.2
5230320,70.24,10.97,almost rollish,MCG,70.9,72.2
5230410,71.22,11.17,almost rollish,MCG,71.6,72.2
5230500,72.71,11.28,almost rollish,MCG,72.9,73.4
5231040,71.15,11.01,almost pippish,MCG,71.6,72.7
5231130,70.43,11.11,almost pippish,MCG,70.9,71.5
5231220,70.39,11.29,almost pippish,MCG,70.6,71.5
5231310,71.14,11.46,almost pippish,MCG,71.4,71.5
5231400,72.48,11.55,almost pippish,MCG,72.6,72.7
5232030,71.48,11.25,almost pippish,MCG,71.9,73.2
5232120,71.1,11.52,almost pippish,MCG,71.1,72
5232210,71.52,11.73,almost pippish,MCG,71.4,72
5232300,72.69,11.81,almost pippish,MCG,72.6,73.2
5233020,72.42,11.59,almost pippish,MCG,72.6,73.7
5233110,72.49,11.91,almost pippish,MCG,72.4,72.5
5233200,73.39,12.02,almost pippish,MCG,73.1,73.7
5234010,73.97,11.97,pippish,low checkers,72.5,74.2
5234100,74.5,12.16,pippish,low checkers,73.5,74.2
5235000,75.94,12.21,pippish,low checkers,74.0,75.9
5240040,72.25,11.06,almost pippish,MCG,72.9,74.4
5240130,71.55,11.22,almost pippish,MCG,72.1,73.2
5240220,71.49,11.41,almost pippish,MCG,71.9,73.2
5240310,72.23,11.56,almost pippish,MCG,72.6,73.2
5240400,73.58,11.62,almost pippish,MCG,73.9,74.4
5241030,72.38,11.41,almost pippish,MCG,72.9,73.7
5241120,72.04,11.7,almost pippish,MCG,72.1,72.5
5241210,72.45,11.92,almost pippish,MCG,72.4,72.5
5241300,73.6,11.98,almost pippish,MCG,73.6,73.7
5242020,73.06,11.82,almost pippish,MCG,73.1,74.2
5242110,73.2,12.15,almost pippish,MCG,72.9,73
5242200,74.08,12.26,almost pippish,MCG,73.6,74.2
5243010,74.45,12.18,pippish,low checkers,73.5,74.7
5243100,75.07,12.4,pippish,low checkers,74.5,74.7
5244000,76.38,12.43,pippish,low checkers,75.0,76.4
5250030,73.62,11.46,almost pippish,MCG,74.1,75.4
5250120,73.32,11.8,almost pippish,MCG,73.3,74.2
5250210,73.73,12.03,almost pippish,MCG,73.6,74.2
5250300,74.85,12.06,almost pippish,MCG,74.8,75.4
5251020,74.11,11.96,almost pippish,MCG,74.1,74.7
5251110,74.29,12.3,almost pippish,MCG,73.8,73.5
5251200,75.16,12.41,almost pippish,MCG,74.6,74.7
5252010,75.27,12.39,pippish,low checkers,74.5,75.2
5252100,75.94,12.62,pippish,low checkers,75.5,75.2
5253000,77.09,12.65,pippish,low checkers,76.0,76.9
5260020,75.49,12.02,almost pippish,MCG,75.6,76.4
5260110,75.7,12.37,almost pippish,MCG,75.3,75.2
5260200,76.49,12.47,almost pippish,MCG,76.1,76.4
5261010,76.45,12.52,pippish,low checkers,75.5,75.7
5261100,77.11,12.73,pippish,low checkers,76.5,75.7
5262000,78.08,12.82,pippish,low checkers,77.0,77.4
5270010,77.92,12.57,pippish,low checkers,76.5,77.4
5270100,78.52,12.78,pippish,low checkers,77.5,77.4
5271000,79.3,12.91,pippish,low checkers,78.0,77.9
5280000,80.75,12.95,pippish,low checkers,79.0,79.6
5300070,71.3,10.64,rollish,NNM,61.9,73.6
5300160,70.63,10.58,rollish,NNM,62.1,72.4
5300250,70.36,10.54,rollish,NNM,62.4,72.4
5300340,70.42,10.59,rollish,NNM,62.7,72.4
5300430,70.81,10.75,rollish,NNM,62.9,72.4
5300520,71.57,11.02,rollish,NNM,63.2,72.4
5300610,72.76,11.3,rollish,NNM,63.5,72.4
5300700,74.33,11.5,rollish,NNM,63.7,73.6
5301060,70.8,10.63,almost rollish,MCG,72.4,72.9
5301150,70.24,10.6,almost rollish,MCG,71.3,71.7
5301240,70.11,10.62,almost rollish,MCG,71.1,71.7
5301330,70.38,10.77,almost rollish,MCG,71.3,71.7
5301420,71.05,11.05,almost rollish,MCG,71.6,71.7
5301510,72.19,11.34,almost rollish,MCG,72.3,71.7
5301600,73.74,11.54,almost rollish,MCG,73.9,72.9
5302050,70.7,10.61,almost rollish,MCG,72.3,73.4
5302140,70.27,10.64,almost rollish,MCG,71.6,72.2
5302230,70.33,10.77,almost rollish,MCG,71.3,72.2
5302320,70.87,11.05,almost rollish,MCG,71.6,72.2
5302410,71.93,11.34,almost rollish,MCG,72.3,72.2
5302500,73.43,11.54,almost rollish,MCG,73.6,73.4
5303040,71.09,10.68,almost pippish,MCG,73.1,73.9
5303130,70.83,10.82,almost pippish,MCG,72.3,72.7
5303220,71.16,11.08,almost pippish,MCG,72.1,72.7
5303310,72.08,11.36,almost pippish,MCG,72.8,72.7
5303400,73.49,11.55,almost pippish,MCG,74.1,73.9
5304030,71.92,10.94,almost pippish,MCG,73.8,74.4
5304120,71.93,11.21,almost pippish,MCG,73.1,73.2
5304210,72.64,11.48,almost pippish,MCG,73.3,73.2
5304300,73.92,11.65,almost pippish,MCG,74.6,74.4
5305020,73.2,11.38,almost pippish,MCG,74.6,74.9
5305110,73.61,11.66,almost pippish,MCG,74.3,73.7
5305200,74.71,11.84,almost pippish,MCG,75.1,74.9
5306010,74.99,11.83,pippish,low checkers,71.5,75.4
5306100,75.84,12.02,pippish,low checkers,72.5,75.4
5307000,77.24,12.14,pippish,low checkers,73.0,77.1
5310060,71.27,10.73,almost rollish,MCG,72.1,73.4
5310150,70.4,10.7,almost rollish,MCG,71.0,72.2
5310240,70.08,10.67,almost rollish,MCG,70.8,72.2
5310330,70.23,10.77,almost rollish,MCG,71.0,72.2
5310420,70.84,11.05,almost rollish,MCG,71.3,72.2
5310510,71.99,11.32,almost rollish,MCG,72.0,72.2
5310600,73.6,11.47,almost rollish,MCG,73.6,73.4
5311050,70.93,10.79,almost rollish,MCG,71.8,72.7
5311140,70.25,10.83,almost rollish,MCG,71.0,71.5
5311230,70.15,10.92,almost rollish,MCG,70.8,71.5
5311320,70.6,11.17,almost rollish,MCG,71.0,71.5
5311410,71.63,11.45,almost rollish,MCG,71.8,71.5
5311500,73.15,11.61,almost rollish,MCG,73.0,72.7
5312040,71.04,10.87,almost pippish,MCG,72.0,73.2
5312130,70.58,11.05,almost pippish,MCG,71.3,72
5312220,70.77,11.3,almost pippish,MCG,71.0,72
5312310,71.65,11.57,almost pippish,MCG,71.8,72
5312400,73.06,11.72,almost pippish,MCG,73.0,73.2
5313030,71.68,11.09,almost pippish,MCG,72.8,73.7
5313120,71.52,11.42,almost pippish,MCG,72.0,72.5
5313210,72.15,11.7,almost pippish,MCG,72.3,72.5
5313300,73.42,11.83,almost pippish,MCG,73.5,73.7
5314020,72.85,11.5,almost pippish,MCG,73.5,74.2
5314110,73.12,11.85,almost pippish,MCG,73.3,73
5314200,74.21,12.01,almost pippish,MCG,74.0,74.2
5315010,74.56,11.93,pippish,low checkers,72.5,74.7
5315100,75.32,12.16,pippish,low checkers,73.5,74.7
5316000,76.71,12.22,pippish,low checkers,74.0,76.4
5320050,71.75,10.87,almost rollish,MCG,72.5,74.4
5320140,70.86,10.9,almost rollish,MCG,71.7,73.2
5320230,70.61,10.97,almost rollish,MCG,71.5,73.2
5320320,70.99,11.18,almost rollish,MCG,71.7,73.2
5320410,72.02,11.41,almost rollish,MCG,72.5,73.2
5320500,73.53,11.52,almost rollish,MCG,73.7,74.4
5321040,71.63,11.04,almost pippish,MCG,72.5,73.7
5321130,71.01,11.22,almost pippish,MCG,71.7,72.5
5321220,71.09,11.46,almost pippish,MCG,71.5,72.5
5321310,71.94,11.69,almost pippish,MCG,72.2,72.5
5321400,73.32,11.8,almost pippish,MCG,73.5,73.7
5322030,72,11.3,almost pippish,MCG,72.7,74.2
5322120,71.73,11.66,almost pippish,MCG,72.0,73
5322210,72.3,11.94,almost pippish,MCG,72.2,73
5322300,73.54,12.04,almost pippish,MCG,73.5,74.2
5323020,72.99,11.7,almost pippish,MCG,73.5,74.7
5323110,73.2,12.09,almost pippish,MCG,73.2,73.5
5323200,74.24,12.23,almost pippish,MCG,74.0,74.7
5324010,74.59,12.12,pippish,low checkers,73.5,75.2
5324100,75.29,12.36,pippish,low checkers,74.5,75.2
5325000,76.62,12.39,pippish,low checkers,75.0,76.9
5330040,72.62,11.12,almost pippish,MCG,73.6,75.4
5330130,71.93,11.3,almost pippish,MCG,72.9,74.2
5330220,71.95,11.55,almost pippish,MCG,72.6,74.2
5330310,72.78,11.73,almost pippish,MCG,73.4,74.2
5330400,74.14,11.79,almost pippish,MCG,74.6,75.4
5331030,72.79,11.5,almost pippish,MCG,73.6,74.7
5331120,72.48,11.85,almost pippish,MCG,72.9,73.5
5331210,73.01,12.12,almost pippish,MCG,73.1,73.5
5331300,74.23,12.18,almost pippish,MCG,74.4,74.7
5332020,73.54,11.97,almost pippish,MCG,73.9,75.2
5332110,73.76,12.35,almost pippish,MCG,73.6,74
5332200,74.76,12.48,almost pippish,MCG,74.4,75.2
5333010,75.01,12.38,pippish,low checkers,74.5,75.7
5333100,75.73,12.62,pippish,low checkers,75.5,75.7
5334000,76.97,12.63,pippish,low checkers,76.0,77.4
5340030,73.86,11.55,almost pippish,MCG,74.9,76.4
5340120,73.6,11.94,almost pippish,MCG,74.1,75.2
5340210,74.11,12.2,almost pippish,MCG,74.4,75.2
5340300,75.31,12.24,almost pippish,MCG,75.6,76.4
5341020,74.44,12.12,almost pippish,MCG,74.9,75.7
5341110,74.7,12.51,almost pippish,MCG,74.6,74.5
5341200,75.69,12.64,almost pippish,MCG,75.4,75.7
5342010,75.72,12.62,pippish,low checkers,75.5,76.2
5342100,76.51,12.86,pippish,low checkers,76.5,76.2
5343000,77.64,12.88,pippish,low checkers,77.0,77.9
5350020,75.66,12.16,almost pippish,MCG,76.1,77.4
5350110,75.94,12.57,almost pippish,MCG,75.8,76.2
5350200,76.86,12.69,almost pippish,MCG,76.6,77.4
5351010,76.76,12.74,pippish,low checkers,76.5,76.7
5351100,77.53,12.97,pippish,low checkers,77.5,76.7
5352000,78.54,13.07,pippish,low checkers,78.0,78.4
5360010,78.08,12.76,pippish,low checkers,77.5,78.4
5360100,78.78,13,pippish,low checkers,78.5,78.4
5361000,79.64,13.15,pippish,low checkers,79.0,78.9
5370000,80.94,13.16,pippish,low checkers,80.0,80.6
5400060,72.82,11.01,almost rollish,MCG,74.4,75.6
5400150,72.26,10.99,almost rollish,MCG,73.3,74.4
5400240,72.11,10.99,almost rollish,MCG,73.1,74.4
5400330,72.32,11.1,almost rollish,MCG,73.3,74.4
5400420,72.92,11.29,almost rollish,MCG,73.6,74.4
5400510,73.91,11.48,almost rollish,MCG,74.3,74.4
5400600,75.33,11.65,almost rollish,MCG,75.9,75.6
5401050,72.41,11.04,almost rollish,MCG,74.1,74.9
5401140,72.01,11.08,almost rollish,MCG,73.3,73.7
5401230,72.05,11.17,almost rollish,MCG,73.1,73.7
5401320,72.53,11.38,almost rollish,MCG,73.3,73.7
5401410,73.47,11.59,almost rollish,MCG,74.1,73.7
5401500,74.83,11.74,almost rollish,MCG,75.3,74.9
5402040,72.47,11.11,almost pippish,MCG,74.3,75.4
5402130,72.24,11.24,almost pippish,MCG,73.6,74.2
5402220,72.54,11.46,almost pippish,MCG,73.3,74.2
5402310,73.37,11.67,almost pippish,MCG,74.1,74.2
5402400,74.66,11.81,almost pippish,MCG,75.3,75.4
5403030,73.07,11.3,almost pippish,MCG,75.1,75.9
5403120,73.1,11.55,almost pippish,MCG,74.3,74.7
5403210,73.75,11.77,almost pippish,MCG,74.6,74.7
5403300,74.92,11.89,almost pippish,MCG,75.8,75.9
5404020,74.2,11.68,almost pippish,MCG,75.8,76.4
5404110,74.59,11.92,almost pippish,MCG,75.6,75.2
5404200,75.6,12.05,almost pippish,MCG,76.3,76.4
5405010,75.87,12.07,pippish,low checkers,73.5,76.9
5405100,76.65,12.23,pippish,low checkers,74.5,76.9
5406000,78.01,12.35,pippish,low checkers,75.0,78.6
5410050,72.82,11.1,almost rollish,MCG,73.8,75.4
5410140,72.17,11.17,almost rollish,MCG,73.0,74.2
5410230,72.06,11.27,almost rollish,MCG,72.8,74.2
5410320,72.47,11.47,almost rollish,MCG,73.0,74.2
5410410,73.45,11.67,almost rollish,MCG,73.8,74.2
5410500,74.92,11.78,almost rollish,MCG,75.0,75.4
5411040,72.68,11.25,almost pippish,MCG,73.8,74.7
5411130,72.26,11.45,almost pippish,MCG,73.0,73.5
5411220,72.46,11.69,almost pippish,MCG,72.8,73.5
5411310,73.29,11.89,almost pippish,MCG,73.5,73.5
5411400,74.65,11.99,almost pippish,MCG,74.8,74.7
5412030,73.05,11.51,almost pippish,MCG,74.0,75.2
5412120,72.94,11.85,almost pippish,MCG,73.3,74
5412210,73.56,12.1,almost pippish,MCG,73.5,74
5412300,74.78,12.18,almost pippish,MCG,74.8,75.2
5413020,74.04,11.9,almost pippish,MCG,74.8,75.7
5413110,74.35,12.24,almost pippish,MCG,74.5,74.5
5413200,75.39,12.35,almost pippish,MCG,75.3,75.7
5414010,75.64,12.3,pippish,low checkers,74.5,76.2
5414100,76.4,12.49,pippish,low checkers,75.5,76.2
5415000,77.7,12.55,pippish,low checkers,76.0,77.9
5420040,73.42,11.32,almost pippish,MCG,74.5,76.4
5420130,72.86,11.54,almost pippish,MCG,73.7,75.2
5420220,72.96,11.8,almost pippish,MCG,73.5,75.2
5420310,73.81,11.97,almost pippish,MCG,74.2,75.2
5420400,75.18,12.04,almost pippish,MCG,75.5,76.4
5421030,73.62,11.67,almost pippish,MCG,74.5,75.7
5421120,73.41,12.06,almost pippish,MCG,73.7,74.5
5421210,74.01,12.32,almost pippish,MCG,74.0,74.5
5421300,75.24,12.38,almost pippish,MCG,75.2,75.7
5422020,74.41,12.15,almost pippish,MCG,74.7,76.2
5422110,74.69,12.54,almost pippish,MCG,74.5,75
5422200,75.74,12.65,almost pippish,MCG,75.2,76.2
5423010,75.89,12.57,pippish,low checkers,75.5,76.7
5423100,76.66,12.79,pippish,low checkers,76.5,76.7
5424000,77.87,12.82,pippish,low checkers,77.0,78.4
5430030,74.56,11.76,almost pippish,MCG,75.6,77.4
5430120,74.33,12.15,almost pippish,MCG,74.9,76.2
5430210,74.9,12.42,almost pippish,MCG,75.1,76.2
5430300,76.13,12.45,almost pippish,MCG,76.4,77.4
5431020,75.2,12.33,almost pippish,MCG,75.6,76.7
5431110,75.49,12.72,almost pippish,MCG,75.4,75.5
5431200,76.53,12.84,almost pippish,MCG,76.1,76.7
5432010,76.53,12.83,pippish,low checkers,76.5,77.2
5432100,77.35,13.05,pippish,low checkers,77.5,77.2
5433000,78.45,13.09,pippish,low checkers,78.0,78.9
5440020,76.27,12.39,almost pippish,MCG,76.9,78.4
5440110,76.58,12.8,almost pippish,MCG,76.6,77.2
5440200,77.58,12.92,almost pippish,MCG,77.4,78.4
5441010,77.45,12.98,pippish,low checkers,77.5,77.7
5441100,78.28,13.2,pippish,low checkers,78.5,77.7
5442000,79.29,13.3,pippish,low checkers,79.0,79.4
5450010,78.63,13.02,pippish,low checkers,78.5,79.4
5450100,79.4,13.25,pippish,low checkers,79.5,79.4
5451000,80.3,13.41,pippish,low checkers,80.0,79.9
5460000,81.48,13.43,pippish,low checkers,81.0,81.6
5500050,74.62,11.43,almost rollish,MCG,76.1,77.6
5500140,74.22,11.48,almost rollish,MCG,75.3,76.4
5500230,74.23,11.55,almost rollish,MCG,75.1,76.4
5500320,74.63,11.67,almost rollish,MCG,75.3,76.4
5500410,75.42,11.78,almost rollish,MCG,76.1,76.4
5500500,76.66,11.89,almost rollish,MCG,77.3,77.6
5501040,74.4,11.55,almost pippish,MCG,76.1,76.9
5501130,74.19,11.68,almost pippish,MCG,75.3,75.7
5501220,74.45,11.84,almost pippish,MCG,75.1,75.7
5501310,75.16,11.96,almost pippish,MCG,75.8,75.7
5501400,76.31,12.06,almost pippish,MCG,77.1,76.9
5502030,74.68,11.75,almost pippish,MCG,76.3,77.4
5502120,74.73,11.97,almost pippish,MCG,75.6,76.2
5502210,75.3,12.14,almost pippish,MCG,75.8,76.2
5502300,76.34,12.22,almost pippish,MCG,77.1,77.4
5503020,75.6,12.07,almost pippish,MCG,77.1,77.9
5503110,75.96,12.28,almost pippish,MCG,76.8,76.7
5503200,76.85,12.36,almost pippish,MCG,77.6,77.9
5504010,77.1,12.41,pippish,low checkers,75.5,78.4
5504100,77.79,12.52,pippish,low checkers,76.5,78.4
5505000,79.09,12.64,pippish,low checkers,77.0,80.1
5510040,74.75,11.58,almost pippish,MCG,75.8,77.4
5510130,74.39,11.81,almost pippish,MCG,75.0,76.2
5510220,74.56,12.01,almost pippish,MCG,74.8,76.2
5510310,75.32,12.14,almost pippish,MCG,75.5,76.2
5510400,76.61,12.18,almost pippish,MCG,76.8,77.4
5511030,74.9,11.9,almost pippish,MCG,75.8,76.7
5511120,74.85,12.24,almost pippish,MCG,75.0,75.5
5511210,75.42,12.43,almost pippish,MCG,75.3,75.5
5511300,76.57,12.47,almost pippish,MCG,76.5,76.7
5512020,75.67,12.34,almost pippish,MCG,76.0,77.2
5512110,75.99,12.65,almost pippish,MCG,75.8,76
5512200,76.96,12.73,almost pippish,MCG,76.5,77.2
5513010,77.11,12.71,pippish,low checkers,76.5,77.7
5513100,77.82,12.88,pippish,low checkers,77.5,77.7
5514000,79.06,12.94,pippish,low checkers,78.0,79.4
5520030,75.58,11.97,almost pippish,MCG,76.5,78.4
5520120,75.47,12.36,almost pippish,MCG,75.7,77.2
5520210,76.07,12.59,almost pippish,MCG,76.0,77.2
5520300,77.28,12.62,almost pippish,MCG,77.2,78.4
5521020,76.24,12.5,almost pippish,MCG,76.5,77.7
5521110,76.58,12.87,almost pippish,MCG,76.2,76.5
5521200,77.6,12.96,almost pippish,MCG,77.0,77.7
5522010,77.58,12.99,pippish,low checkers,77.5,78.2
5522100,78.36,13.17,pippish,low checkers,78.5,78.2
5523000,79.49,13.23,pippish,low checkers,79.0,79.9
5530020,77.14,12.58,almost pippish,MCG,77.6,79.4
5530110,77.52,12.99,almost pippish,MCG,77.4,78.2
5530200,78.57,13.08,almost pippish,MCG,78.1,79.4
5531010,78.39,13.15,pippish,low checkers,78.5,78.7
5531100,79.23,13.36,pippish,low checkers,79.5,78.7
5532000,80.24,13.46,pippish,low checkers,80.0,80.4
5540010,79.43,13.22,pippish,low checkers,79.5,80.4
5540100,80.28,13.44,pippish,low checkers,80.5,80.4
5541000,81.18,13.6,pippish,low checkers,81.0,80.9
5550000,82.27,13.65,pippish,low checkers,82.0,82.6
5600040,76.74,11.88,almost pippish,MCG,78.4,79.6
5600130,76.54,12.03,almost pippish,MCG,77.6,78.4
5600220,76.74,12.13,almost pippish,MCG,77.4,78.4
5600310,77.32,12.2,almost pippish,MCG,78.1,78.4
5600400,78.35,12.25,almost pippish,MCG,79.4,79.6
5601030,76.77,12.12,almost pippish,MCG,78.4,78.9
5601120,76.81,12.34,almost pippish,MCG,77.6,77.7
5601210,77.3,12.45,almost pippish,MCG,77.9,77.7
5601300,78.21,12.5,almost pippish,MCG,79.1,78.9
5602020,77.39,12.46,almost pippish,MCG,78.6,79.4
